@attribute Summary string
@attribute measureExtraArcs numeric
@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric

@data

merged_dataset_part1,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17715,139,0,99.221463,0.778537,0,0.7807,0.003063,0.03802,27.590318,51.063715,3150.461587,799.481164,2350.980423,0.176457,0.044779,0.131678,1550.378806,0.086836,49.211164,0.517857,87,0,0,1,17686,0.482143,81,1,0.517857,0.682353,0.717981,0.995472,0.937258,0.992215,0.279301,0.720699,0.007785,0.993812,0.992215,0.992085,0.783573,0.994812,0.999233,0.84271,0.992215,0.422,0.032,0.421875,0.03125,421.875,31.25,453411,12549995,1551700,99.719951,14.791403,?,0,0,0,0,-2350259.27742,-2788980.821077,-2678566.550306,-2511660.027742,-2478236.027742
merged_dataset_part2,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160688,17855,17719,136,0,99.238309,0.761691,0,0.796834,0.003012,0.037315,26.574247,49.586151,3122.113372,743.121543,2378.991829,0.174859,0.04162,0.13324,1496.843323,0.083833,47.943273,0.633803,135,0.000567,10,0.999433,17632,0.366197,78,0.931034,0.633803,0.75419,0.766013,0.997917,0.939727,0.992383,0.240205,0.759795,0.007617,0.99355,0.992383,0.992471,0.797551,0.99696,0.999153,0.836776,0.992383,0.478,0.033,0.484375,0.03125,484.375,31.25,450797,12548882,1550741,99.759171,14.700164,?,0,0,0,0,-2355510.373893,-2791348.413863,-2681760.399589,-2515832.728575,-2482604.728575
merged_dataset_part2,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160688,17855,17694,161,0,99.098292,0.901708,0,0.745831,0.003236,0.039073,28.553234,51.922598,3122.113372,727.251813,2394.861558,0.174859,0.040731,0.134128,1446.501832,0.081014,46.330855,0.525822,112,0.00068,12,0.99932,17630,0.474178,101,0.903226,0.525822,0.664688,0.686535,0.998923,0.924747,0.990983,0.324821,0.675179,0.009017,0.991679,0.990983,0.990567,0.750364,0.997605,0.998975,0.781173,0.990983,0.414,0.031,0.421875,0.03125,421.875,31.25,450494,12548882,1550741,99.775973,14.728167,?,0,0,0,0,-2356079.309637,-2791766.457983,-2682161.263881,-2516338.458676,-2483131.458676
merged_dataset_part2,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160688,17855,17694,161,0,99.098292,0.901708,0,0.742665,0.003178,0.038111,28.04572,50.644062,3122.113372,719.524869,2402.588502,0.174859,0.040298,0.134561,1451.249686,0.08128,46.482927,0.535211,114,0.000397,7,0.999603,17635,0.464789,99,0.942149,0.535211,0.682635,0.707735,0.999026,0.954021,0.990983,0.335736,0.664264,0.009017,?,0.990983,?,?,0.997488,0.999244,?,0.990983,0.422,0.166,0.421875,0.03125,421.875,31.25,450605,12548882,1550741,99.764772,14.735368,?,0,0,0,0,-2355111.051871,-2790848.158534,-2681249.18824,-2515391.427765,-2482177.427765
merged_dataset_part2,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17705,149,0,99.165453,0.834547,0,0.760339,0.003079,0.037248,27.202866,49.565065,3108.793477,610.690006,2498.103471,0.174123,0.034205,0.139918,1458.78695,0.081706,46.924537,0.521127,111,0.00051,9,0.99949,17632,0.478873,102,0.925,0.521127,0.666667,0.691792,0.998577,0.926917,0.991655,0.323007,0.676993,0.008345,?,0.991655,?,?,0.997338,0.998977,?,0.991655,0.378,0.034,0.390625,0.03125,390.625,31.25,450593,12548959,1550664,99.820768,14.733793,?,0,0,0,0,-2356177.378183,-2791914.484846,-2682314.262549,-2516456.398725,-2483242.398725
merged_dataset_part2,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17673,181,0,98.986222,1.013778,0,0.706167,0.003406,0.040238,30.089601,53.543943,3104.612086,825.456775,2279.155311,0.173889,0.046234,0.127655,1386.956352,0.077683,44.674063,0.453271,97,0.000567,10,0.999433,17630,0.546729,117,0.906542,0.453271,0.604361,0.638287,0.998171,0.925073,0.989862,0.375016,0.624984,0.010138,?,0.989862,?,?,0.996507,0.998901,?,0.989862,0.546,0.032,0.421875,0.03125,421.875,31.25,450813,12548959,1550664,99.742355,14.748996,?,0,0,0,0,-2355351.88458,-2791189.92455,-2681605.884397,-2515678.10999,-2482450.10999
merged_dataset_part2,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17674,180,0,98.991823,1.008177,0,0.713696,0.003391,0.039873,29.918521,52.985072,3114.473439,840.228658,2274.244781,0.174441,0.047061,0.12738,1327.924703,0.074377,42.637214,0.460094,98,0.000567,10,0.999433,17631,0.539906,115,0.907407,0.460094,0.610592,0.643429,0.998572,0.923176,0.989918,0.357574,0.642426,0.010082,0.990992,0.989918,0.989405,0.718714,0.995802,0.998844,0.832776,0.989918,0.41,0.032,0.40625,0.03125,406.25,31.25,451017,12548959,1550664,99.731153,14.7714,?,0,0,0,0,-2356563.313567,-2792503.573518,-2682933.83382,-2516936.148831,-2483694.148831
merged_dataset_part2,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17710,144,0,99.193458,0.806542,0,0.777119,0.002973,0.038503,26.234793,51.164275,3114.473439,791.826183,2322.647257,0.174441,0.04435,0.130091,1590.26963,0.089071,51.060626,0.57277,122,0.000397,7,0.999603,17634,0.42723,91,0.945736,0.57277,0.71345,0.733741,0.994298,0.91015,0.991935,0.283874,0.716126,0.008065,0.993034,0.991935,0.991782,0.780179,0.994625,0.998744,0.716913,0.991935,0.563,0.036,0.4375,0.046875,437.5,46.875,450399,12548959,1550664,99.719951,14.692986,?,0,0,0,0,-2333668.379904,-2769305.923984,-2659702.519013,-2493914.565772,-2460714.565772
merged_dataset_part2,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17709,145,0,99.187857,0.812143,0,0.77387,0.003168,0.03726,27.954263,49.51261,3119.652347,712.350727,2407.30162,0.174731,0.039899,0.134833,1420.142226,0.079542,45.522451,0.568075,121,0.00034,6,0.99966,17635,0.431925,92,0.952756,0.568075,0.711765,0.733462,0.999293,0.949395,0.991879,0.292062,0.707938,0.008121,0.992951,0.991879,0.991673,0.777596,0.997712,0.9993,0.855606,0.991879,0.388,0.036,0.375,0.046875,375,46.875,450609,12548959,1550664,99.798365,14.748996,?,0,0,0,0,-2358959.488334,-2794696.594996,-2685093.479168,-2519235.615344,-2486021.615344
merged_dataset_part2,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17712,142,0,99.20466,0.79534,0,0.779539,0.002981,0.03741,26.30223,49.711466,3122.084028,708.3701,2413.713928,0.174867,0.039676,0.135192,1558.375681,0.087284,49.914598,0.586854,125,0.000397,7,0.999603,17634,0.413146,88,0.94697,0.586854,0.724638,0.743267,0.997624,0.931598,0.992047,0.283875,0.716125,0.007953,0.992916,0.992047,0.991824,0.782828,0.996698,0.999003,0.722189,0.992047,0.491,0.033,0.390625,0.03125,390.625,31.25,450403,12548959,1550664,99.764759,14.690586,?,0,0,0,0,-2352773.043557,-2788410.587636,-2678804.210091,-2513016.25685,-2479816.25685
merged_dataset_part2,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17680,174,0,99.025428,0.974572,0,0.717077,0.00331,0.04007,29.205343,53.24562,3122.084028,754.558981,2367.525047,0.174867,0.042263,0.132605,1378.808971,0.077227,44.163096,0.455399,97,0.000624,11,0.999376,17630,0.544601,116,0.898148,0.455399,0.604361,0.636776,0.996345,0.888885,0.990254,0.368492,0.631508,0.009746,0.990674,0.990254,0.989434,0.724697,0.99533,0.998444,0.796591,0.990254,0.455,0.031,0.453125,0.03125,453.125,31.25,450702,12548959,1550664,99.742355,14.71699,?,0,0,0,0,-2358664.142748,-2794451.550226,-2684854.393283,-2518961.574168,-2485740.574168
merged_dataset_part3,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160688,17855,17704,151,0,99.154299,0.845701,0,0.760948,0.003076,0.037869,28.302296,51.379162,3052.118316,749.124503,2302.993813,0.170939,0.041956,0.128983,1307.353206,0.073221,42.83429,0.513812,93,0.000792,14,0.999208,17660,0.486188,88,0.869159,0.513812,0.645833,0.665847,0.998241,0.913306,0.991543,0.285107,0.714893,0.008457,0.992387,0.991543,0.991355,0.762173,0.996439,0.998927,0.846631,0.991543,0.494,0.035,0.5,0.03125,500,31.25,454705,12550325,1552184,99.708765,14.716966,?,0,0,0,0,-2355599.569788,-2795608.185156,-2684948.769198,-2517552.976862,-2484030.976862
merged_dataset_part3,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160688,17855,17713,142,0,99.204705,0.795295,0,0.769156,0.002864,0.037354,26.349295,50.680364,3052.118316,728.267695,2323.850622,0.170939,0.040788,0.130151,1535.954022,0.086024,50.324197,0.491713,89,0.000283,5,0.999717,17669,0.508287,92,0.946809,0.491713,0.647273,0.680253,0.997773,0.92699,0.992047,0.296505,0.703495,0.007953,0.993143,0.992047,0.991714,0.772689,0.996264,0.999063,0.781506,0.992047,0.509,0.031,0.375,0.03125,375,31.25,454418,12550325,1552184,99.725567,14.692963,?,0,0,0,0,-2332965.898266,-2772820.724723,-2662155.992827,-2494865.0663,-2461364.0663
merged_dataset_part3,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160688,17855,17702,153,0,99.143097,0.856903,0,0.762878,0.002875,0.036741,26.445144,49.849109,3052.125809,698.211164,2353.914645,0.17094,0.039105,0.131835,1560.57939,0.087403,51.1309,0.530387,96,0.001415,25,0.998585,17649,0.469613,85,0.793388,0.530387,0.635762,0.645868,0.998289,0.897425,0.991431,0.268007,0.731993,0.008569,?,0.991431,?,?,0.997057,0.998772,?,0.991431,0.384,0.033,0.390625,0.03125,390.625,31.25,454802,12550325,1552184,99.742369,14.66816,?,0,0,0,0,-2373664.920689,-2813725.399449,-2703068.450033,-2535637.702428,-2502108.702428
merged_dataset_part3,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17690,164,0,99.081438,0.918562,0,0.739172,0.002983,0.038489,27.48211,52.294858,3041.657279,758.643593,2283.013686,0.170363,0.042492,0.127871,1535.439623,0.086,50.480363,0.447514,81,0.001188,21,0.998812,17652,0.552486,100,0.794118,0.447514,0.572438,0.593229,0.997541,0.872689,0.990814,0.305974,0.694026,0.009186,0.991408,0.990814,0.990461,0.74019,0.997353,0.998652,0.798663,0.990814,0.372,0.032,0.359375,0.03125,359.375,31.25,454717,12550402,1552107,99.736754,14.693786,?,0,0,0,0,-2333561.246735,-2773569.862104,-2662913.730826,-2495517.834183,-2461995.834183
merged_dataset_part3,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17696,158,0,99.115044,0.884956,0,0.744783,0.00302,0.039088,27.8149,53.108816,3041.657279,835.067484,2206.589795,0.170363,0.046772,0.123591,1512.195284,0.084698,49.716163,0.447514,81,0.000509,9,0.999491,17664,0.552486,100,0.9,0.447514,0.597786,0.632288,0.994146,0.893912,0.99115,0.311686,0.688314,0.00885,?,0.99115,?,?,0.995536,0.99876,?,0.99115,0.367,0.137,0.359375,0.03125,359.375,31.25,454713,12550402,1552107,99.675143,14.682584,?,0,0,0,0,-2335566.552256,-2775575.167625,-2664925.101181,-2497529.204538,-2464007.204538
merged_dataset_part3,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17695,159,0,99.109443,0.890557,0,0.747519,0.003044,0.038038,28.040219,51.681806,3044.154137,762.608694,2281.545443,0.170503,0.042714,0.127789,1511.320834,0.084649,49.646659,0.464088,84,0.000905,16,0.999095,17657,0.535912,97,0.84,0.464088,0.597865,0.621726,0.998566,0.899785,0.991094,0.297393,0.702607,0.008906,?,0.991094,?,?,0.997625,0.99889,?,0.991094,0.382,0.031,0.375,0.03125,375,31.25,454487,12550402,1552107,99.736754,14.689785,?,0,0,0,0,-2369156.813202,-2809062.593668,-2698397.912169,-2531071.926108,-2497563.926108
merged_dataset_part3,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17717,137,0,99.232665,0.767335,0,0.782454,0.002876,0.036778,26.453648,49.898322,3050.748228,745.869902,2304.878327,0.170872,0.041776,0.129096,1465.675311,0.082092,48.043142,0.516484,94,0.000396,7,0.999604,17665,0.483516,88,0.930693,0.516484,0.664311,0.691202,0.997599,0.912131,0.992327,0.267996,0.732004,0.007673,0.993572,0.992327,0.992193,0.784188,0.99759,0.999053,0.85665,0.992327,0.496,0.039,0.375,0.03125,375,31.25,454810,12550402,1552107,99.742355,14.704988,?,0,0,0,0,-2358762.677147,-2798823.155907,-2688176.156413,-2520745.304479,-2487216.304479
merged_dataset_part3,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17713,141,0,99.210261,0.789739,0,0.773982,0.002923,0.035782,26.888611,48.546999,3050.748228,619.684186,2431.064042,0.170872,0.034708,0.136164,1410.833061,0.079021,46.245477,0.489011,89,0.000849,15,0.999151,17657,0.510989,93,0.855769,0.489011,0.622378,0.644357,0.998264,0.913156,0.992103,0.282255,0.717745,0.007897,0.992565,0.992103,0.991697,0.776083,0.997982,0.999044,0.860581,0.992103,0.392,0.031,0.40625,0.03125,406.25,31.25,455018,12550402,1552107,99.792764,14.700187,?,0,0,0,0,-2367136.215797,-2807301.273013,-2696643.035549,-2529142.273032,-2495599.273032
merged_dataset_part3,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17690,164,0,99.081438,0.918562,0,0.733407,0.003245,0.03915,29.849111,53.116785,3052.090219,762.623509,2289.46671,0.170947,0.042714,0.128233,1327.985655,0.07438,43.510695,0.40884,74,0.000849,15,0.999151,17658,0.59116,107,0.831461,0.40884,0.548148,0.58032,0.998095,0.887317,0.990814,0.327871,0.672129,0.009186,0.991409,0.990814,0.990227,0.736306,0.997376,0.998773,0.839735,0.990814,0.495,0.031,0.390625,0.03125,390.625,31.25,454505,12550402,1552107,99.736754,14.725792,?,0,0,0,0,-2371094.195703,-2810999.976169,-2700331.021977,-2533005.035916,-2499497.035916
merged_dataset_part3,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160689,17854,17695,159,0,99.109443,0.890557,0,0.750622,0.003138,0.039019,28.867401,52.938865,3052.090219,893.745403,2158.344816,0.170947,0.050059,0.120889,1365.501195,0.076482,44.73987,0.497238,90,0.000736,13,0.999264,17660,0.502762,91,0.873786,0.497238,0.633803,0.656728,0.996932,0.910351,0.991094,0.287957,0.712043,0.008906,0.992582,0.991094,0.991136,0.751399,0.996557,0.998928,0.840705,0.991094,0.386,0.032,0.375,0.03125,375,31.25,455117,12550402,1552107,99.669542,14.697787,?,0,0,0,0,-2359908.151708,-2800125.909167,-2689489.2428,-2521953.524992,-2488403.524992
merged_dataset_part4,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17691,163,0,99.087039,0.912961,0,0.73453,0.003503,0.040985,32.855631,56.181221,2991.99784,904.580788,2087.417052,0.167581,0.050665,0.116916,1076.053203,0.06027,35.964371,0.54359,106,0.000566,10,0.999434,17649,0.45641,89,0.913793,0.54359,0.681672,0.702486,0.997949,0.904261,0.99087,0.314434,0.685566,0.00913,0.992463,0.99087,0.990923,0.736486,0.995656,0.998775,0.837962,0.99087,0.464,0.032,0.46875,0.03125,468.75,31.25,453406,12549468,1551404,99.669542,14.852214,?,0,0,0,0,-2376402.117603,-2814662.555634,-2704606.069006,-2537734.813678,-2504317.813678
merged_dataset_part4,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17693,161,0,99.098241,0.901759,0,0.719083,0.003231,0.03886,30.297984,53.268168,2992.006965,736.741905,2255.265059,0.167582,0.041265,0.126317,1213.5365,0.06797,40.559281,0.415385,81,0.000227,4,0.999773,17655,0.584615,114,0.952941,0.415385,0.578571,0.626863,0.992691,0.886783,0.990982,0.372657,0.627343,0.009018,0.99174,0.990982,0.990057,0.727946,0.994203,0.998608,0.834142,0.990982,0.65,0.045,0.4375,0.03125,437.5,31.25,453394,12549468,1551404,99.753557,14.82901,?,0,0,0,0,-2369183.386994,-2807443.825024,-2697386.635139,-2530515.37981,-2497098.37981
merged_dataset_part4,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17698,156,0,99.126246,0.873754,0,0.734532,0.003304,0.038523,30.983681,52.806465,2992.006965,711.272787,2280.734178,0.167582,0.039838,0.127744,1152.093943,0.064529,38.505724,0.492308,96,0.00051,9,0.99949,17650,0.507692,99,0.914286,0.492308,0.64,0.668506,0.997464,0.915807,0.991262,0.343546,0.656454,0.008738,0.991862,0.991262,0.990704,0.740338,0.996166,0.998954,0.847516,0.991262,0.4,0.032,0.390625,0.046875,390.625,46.875,452883,12549468,1551404,99.781562,14.792203,?,0,0,0,0,-2377303.598194,-2815303.325203,-2705228.499237,-2538532.020038,-2505150.020038
merged_dataset_part4,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17681,173,0,99.031029,0.968971,0,0.707053,0.003445,0.039883,32.308482,54.671308,2992.006965,758.128904,2233.87806,0.167582,0.042463,0.125119,1101.589917,0.0617,36.817759,0.466667,91,0.001019,18,0.998981,17641,0.533333,104,0.834862,0.466667,0.598684,0.621307,0.997788,0.890716,0.99031,0.363931,0.636069,0.00969,0.990657,0.99031,0.989725,0.711854,0.995625,0.998607,0.837268,0.99031,0.491,0.032,0.421875,0.03125,421.875,31.25,452988,12549468,1551404,99.759158,14.837011,?,0,0,0,0,-2378062.657826,-2816113.953766,-2706045.106839,-2539313.672414,-2505924.672414
merged_dataset_part4,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17701,153,0,99.143049,0.856951,0,0.74175,0.003095,0.037474,29.023222,51.368881,2994.146036,666.380926,2327.765109,0.167702,0.037324,0.130378,1277.651592,0.071561,42.671653,0.523077,102,0.000736,13,0.999264,17646,0.476923,93,0.886957,0.523077,0.658065,0.678642,0.998506,0.92027,0.99143,0.331903,0.668097,0.00857,0.991898,0.99143,0.990964,0.746696,0.996408,0.998953,0.827627,0.99143,0.398,0.032,0.40625,0.03125,406.25,31.25,453705,12549468,1551404,99.792764,14.83221,?,0,0,0,0,-2379248.943219,-2817669.044773,-2707616.11719,-2540639.996183,-2507201.996183
merged_dataset_part4,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17682,172,0,99.03663,0.96337,0,0.701343,0.003481,0.040852,32.604728,55.916487,3002.366032,757.04363,2245.322402,0.168162,0.042402,0.12576,1130.050799,0.063294,37.638675,0.45641,89,0.000793,14,0.999207,17645,0.54359,106,0.864078,0.45641,0.597315,0.625274,0.996055,0.8869,0.990366,0.386052,0.613948,0.009634,0.990548,0.990366,0.989513,0.709561,0.994297,0.998305,0.771613,0.990366,0.537,0.031,0.421875,0.03125,421.875,31.25,453085,12549468,1551404,99.77036,14.83061,?,0,0,0,0,-2377625.656969,-2815728.816301,-2705654.411644,-2538888.021993,-2505492.021993
merged_dataset_part4,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17685,169,0,99.053433,0.946567,0,0.718517,0.003321,0.038757,31.103886,53.049857,3003.393894,782.638416,2220.755478,0.16822,0.043835,0.124384,1137.282607,0.063699,37.866582,0.471795,92,0.00068,12,0.99932,17647,0.528205,103,0.884615,0.471795,0.615385,0.643445,0.997664,0.914633,0.990534,0.345415,0.654585,0.009466,0.991379,0.990534,0.990093,0.722139,0.996212,0.998946,0.837806,0.990534,0.416,0.032,0.40625,0.03125,406.25,31.25,452861,12549468,1551404,99.742355,14.823409,?,0,0,0,0,-2368484.393221,-2806484.120231,-2696412.8548,-2529716.375602,-2496334.375602
merged_dataset_part4,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17699,155,0,99.131847,0.868153,0,0.741824,0.003289,0.038209,30.801995,52.299884,3003.393894,769.037575,2234.356319,0.16822,0.043074,0.125146,1165.861952,0.0653,38.81815,0.507692,99,0.000453,8,0.999547,17651,0.492308,96,0.925234,0.507692,0.655629,0.68306,0.996911,0.923678,0.991318,0.325094,0.674906,0.008682,0.992344,0.991318,0.990985,0.745805,0.995408,0.998999,0.847036,0.991318,0.57,0.032,0.4375,0.03125,437.5,31.25,452879,12549468,1551404,99.775961,14.838612,?,0,0,0,0,-2377973.351152,-2815973.078161,-2705904.585969,-2539208.106771,-2505826.106771
merged_dataset_part4,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17670,184,0,98.969419,1.030581,0,0.689008,0.003528,0.041182,33.042116,56.369099,3003.393894,835.909916,2167.483978,0.16822,0.046819,0.1214,1145.247105,0.064145,38.131765,0.425641,83,0.000736,13,0.999264,17646,0.574359,112,0.864583,0.425641,0.570447,0.603892,0.998227,0.891041,0.989694,0.380247,0.619753,0.010306,0.990428,0.989694,0.989056,0.693733,0.99546,0.998522,0.824936,0.989694,0.405,0.032,0.40625,0.03125,406.25,31.25,453299,12549468,1551404,99.731153,14.826609,?,0,0,0,0,-2378799.703241,-2817007.441028,-2706945.074569,-2540108.774466,-2506698.774466
merged_dataset_part4,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,20250403.1629,160686,17854,17696,158,0,99.115044,0.884956,0,0.734673,0.00313,0.038095,29.320692,52.143118,3003.393894,777.52126,2225.872634,0.16822,0.043549,0.124671,1390.440777,0.077878,46.295652,0.517949,101,0.000283,5,0.999717,17654,0.482051,94,0.95283,0.517949,0.671096,0.700361,0.999189,0.951552,0.99115,0.336703,0.663297,0.00885,0.992476,0.99115,0.990882,0.739567,0.996908,0.999326,0.838645,0.99115,0.403,0.031,0.40625,0.03125,406.25,31.25,453291,12549468,1551404,99.742355,14.750596,?,0,0,0,0,-2379276.8826,-2817484.620387,-2707415.113165,-2540578.813062,-2507168.813062
merged_dataset,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20250403.1629,138500,15389,8106,7283,0,52.673988,47.326012,0,0.013364,0.122111,0.310639,1524.083808,491.471443,2176.885462,32741.16428,-30564.278818,0.141457,2.127569,-1.986112,-50389.408955,-3.274378,-2314.747828,0.979167,47,0.459814,7054,0.540186,8287,0.020833,1,0.006619,0.979167,0.013149,0.058093,0.984752,0.281532,0.52674,0.46487,0.53513,0.47326,?,0.52674,?,?,0.727885,0.991469,?,0.52674,0.061,0.14,0.0625,0.03125,62.5,31.25,494480,10861009,1381462,80.271623,20.848844,?,?,?,?,?,?,?,?,?,?
