@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureTreeSize numeric

@data

merged_dataset_part3,1,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160689,17854,17853,1,0,99.994399,0.005601,0,0.998525,0.000018,0.004,0.162978,5.427008,3052.090219,13.710343,3038.379877,0.170947,0.000768,0.170179,3045.299508,0.170567,99.777506,0.994475,180,0,0,1,17673,0.005525,1,1,0.994475,0.99723,0.997206,0.999798,0.995155,0.999944,0.002851,0.997149,0.000056,0.999944,0.999944,0.999944,0.998517,0.999893,0.999947,0.9996,0.999944,0.314,0.009,0.3125,0.015625,312.5,15.625,1041673,12550402,1552107,99.994399,14.285714,?,4764
merged_dataset_part4,1,1,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17854,0,0,100,0,0,1,0.000009,0.000076,0.083319,0.10395,2991.99784,0.801172,2991.196668,0.167581,0.000045,0.167536,2991.196668,0.167536,99.973223,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.29,0.007,0.234375,0,234.375,0,1037334,12549468,1551404,100,14.285714,?,4745
merged_dataset_part4,1,2,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17851,3,0,99.983197,0.016803,0,0.99547,0.000053,0.006928,0.499686,9.497242,2992.006965,1099.580716,1892.426249,0.167582,0.061587,0.105995,2966.955061,0.166179,99.162706,0.989744,193,0,0,1,17659,0.010256,2,1,0.989744,0.994845,0.994802,0.999616,0.991062,0.999832,0.008734,0.991266,0.000168,0.999832,0.999832,0.999829,0.995454,0.998183,0.999778,0.986264,0.999832,0.33,0.008,0.328125,0,328.125,0,1037309,12549468,1551404,99.983197,14.285714,?,4745
merged_dataset_part4,1,3,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17854,0,0,100,0,0,1,0.000011,0.000057,0.100585,0.07841,2992.006965,0.967035,2991.03993,0.167582,0.000054,0.167528,2991.03993,0.167528,99.967679,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.366,0.009,0.3125,0.015625,312.5,15.625,1037334,12549468,1551404,100,14.285714,?,4745
merged_dataset_part4,1,4,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17854,0,0,100,0,0,1,0.000009,0.000077,0.087213,0.105636,2992.006965,0.838614,2991.168351,0.167582,0.000047,0.167535,2991.168351,0.167535,99.971972,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.333,0.009,0.328125,0.015625,328.125,15.625,1037334,12549468,1551404,100,14.285714,?,4745
merged_dataset_part4,1,5,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17853,1,0,99.994399,0.005601,0,0.998494,0.000016,0.004,0.150083,5.4836,2994.146036,1074,1920.146036,0.167702,0.060155,0.107547,2982.632954,0.167057,99.61548,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,0.999944,0.002911,0.997089,0.000056,0.999944,0.999944,0.999941,0.998486,0.998516,0.999888,0.987009,0.999944,0.341,0.009,0.328125,0,328.125,0,1037815,12549468,1551404,99.994399,14.285714,?,4747
merged_dataset_part4,1,6,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17853,1,0,99.994399,0.005601,0,0.998499,0.000021,0.004,0.199576,5.474416,3002.366032,12.445541,2989.920491,0.168162,0.000697,0.167465,2995.355994,0.167769,99.766516,0.994872,194,0,0,1,17659,0.005128,1,1,0.994872,0.997429,0.997404,0.999807,0.995528,0.999944,0.002903,0.997097,0.000056,0.999944,0.999944,0.999944,0.998491,0.999888,0.999947,0.999629,0.999944,0.343,0.009,0.34375,0.015625,343.75,15.625,1037334,12549468,1551404,99.994399,14.285714,?,4745
merged_dataset_part4,1,7,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17854,0,0,100,0,0,1,0.000007,0.000049,0.066572,0.06661,3003.393894,0.640877,3002.753017,0.16822,0.000036,0.168184,3002.753017,0.168184,99.978662,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.347,0.009,0.3125,0,312.5,0,1037334,12549468,1551404,100,14.285714,?,4745
merged_dataset_part4,1,8,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17851,3,0,99.983197,0.016803,0,0.995483,0.000049,0.005957,0.462074,8.154011,3003.393894,18.4813,2984.912595,0.16822,0.001035,0.167185,2990.348939,0.167489,99.56566,0.994872,194,0,0,1,17659,0.005128,1,1,0.994872,0.997429,0.997404,0.999808,0.995531,0.999832,0.008708,0.991292,0.000168,0.999832,0.999832,0.999823,0.995464,0.999888,0.999947,0.975811,0.999832,0.326,0.009,0.328125,0,328.125,0,1037244,12549468,1551404,99.994399,14.288915,?,4745
merged_dataset_part4,1,9,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17853,1,0,99.994399,0.005601,0,0.998503,0.000016,0.004,0.149888,5.475554,3003.393894,1074,1929.393894,0.16822,0.060155,0.108065,2997.643644,0.167898,99.808542,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,0.999944,0,1,0.000056,0.999945,0.999944,0.999944,0.998496,0.999972,0.999944,0.998795,0.999944,0.351,0.009,0.328125,0,328.125,0,1037815,12549468,1551404,99.994399,14.285714,?,4747
merged_dataset_part4,1,10,weka.classifiers.trees.REPTree,'-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-9216785998198681299,20250404.0939,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,3003.393894,0,3003.393894,0.16822,0,0.16822,3003.393894,0.16822,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.336,0.009,0.34375,0,343.75,0,1037815,12549468,1551404,100,14.285714,?,4747
