Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,Algorithm
merged_dataset_part3,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160689,17854,17854,0,0,100,0,0,1,0.000004,0.000024,0.03309,0.033238,3050.748228,0.32429,3050.423938,0.170872,0.000018,0.170854,3050.423938,0.170854,99.98937,1,182,0,0,1,17672,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.42,0.011,0.421875,0.015625,421.875,15.625,1561389,12550402,1552107,100,14.285714,'Number of leaves: 4758\nSize of the tree: 4768\n',4768,4758,4758,tree_J48
merged_dataset_part3,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160689,17854,17853,1,0,99.994399,0.005601,0,0.998529,0.00002,0.004,0.180664,5.427538,3052.090219,1074.327776,1977.762443,0.170947,0.060173,0.110774,3046.037962,0.170608,99.801701,1,181,0,0,1,17673,0,0,1,1,1,1,1,1,0.999944,0,1,0.000056,0.999963,0.999944,0.99995,0.998529,0.999972,0.999962,0.971424,0.999944,0.427,0.01,0.421875,0.015625,421.875,15.625,1561389,12550402,1552107,99.994399,14.285714,'Number of leaves: 4758\nSize of the tree: 4768\n',4768,4758,4758,tree_J48
merged_dataset_part3,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160689,17854,17852,2,0,99.988798,0.011202,0,0.997054,0.000034,0.005657,0.310197,7.67525,3052.090219,1087.710343,1964.379877,0.170947,0.060923,0.110025,3039.575027,0.170246,99.589947,0.994475,180,0,0,1,17673,0.005525,1,1,0.994475,0.99723,0.997206,0.999798,0.995155,0.999888,0.002851,0.997149,0.000112,0.999907,0.999888,0.999894,0.997044,0.999865,0.999908,0.971025,0.999888,0.45,0.014,0.40625,0,406.25,0,1561389,12550402,1552107,99.988798,14.285714,'Number of leaves: 4758\nSize of the tree: 4768\n',4768,4758,4758,tree_J48
merged_dataset_part4,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,2991.99784,0,2991.99784,0.167581,0,0.167581,2991.99784,0.167581,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.465,0.01,0.421875,0.015625,421.875,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17852,2,0,99.988798,0.011202,0,0.996984,0.000036,0.005656,0.333147,7.753791,2992.006965,25.422388,2966.584577,0.167582,0.001424,0.166158,2978.62647,0.166832,99.552792,0.989744,193,0,0,1,17659,0.010256,2,1,0.989744,0.994845,0.994802,0.999616,0.991062,0.999888,0.005823,0.994177,0.000112,0.999888,0.999888,0.999888,0.996972,0.999776,0.999894,0.999255,0.999888,0.373,0.01,0.359375,0.015625,359.375,15.625,1554048,12549468,1551404,99.988798,14.285714,'Number of leaves: 4737\nSize of the tree: 4745\n',4745,4737,4737,tree_J48
merged_dataset_part4,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,2992.006965,0,2992.006965,0.167582,0,0.167582,2992.006965,0.167582,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.352,0.01,0.328125,0.015625,328.125,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,2992.006965,0,2992.006965,0.167582,0,0.167582,2992.006965,0.167582,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.369,0.011,0.375,0.015625,375,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,2994.146036,0,2994.146036,0.167702,0,0.167702,2994.146036,0.167702,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.361,0.01,0.359375,0.015625,359.375,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,3002.366032,0,3002.366032,0.168162,0,0.168162,3002.366032,0.168162,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.384,0.014,0.390625,0.015625,390.625,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,3003.393894,0,3003.393894,0.16822,0,0.16822,3003.393894,0.16822,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.362,0.01,0.359375,0.015625,359.375,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17851,3,0,99.983197,0.016803,0,0.995496,0.000044,0.005958,0.412677,8.154777,3003.393894,1080.037718,1923.356176,0.16822,0.060493,0.107727,2991.605925,0.167559,99.607512,1,195,0.000057,1,0.999943,17658,0,0,0.994898,1,0.997442,0.997417,0.999972,0.994898,0.999832,0.005806,0.994194,0.000168,0.999832,0.999832,0.999823,0.995468,0.999972,0.999943,0.975813,0.999832,0.369,0.01,0.375,0.015625,375,15.625,1555176,12549468,1551404,99.994399,14.288915,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17853,1,0,99.994399,0.005601,0,0.998503,0.000016,0.004,0.149888,5.475554,3003.393894,1074,1929.393894,0.16822,0.060155,0.108065,2997.643644,0.167898,99.808542,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,0.999944,0,1,0.000056,0.999945,0.999944,0.999944,0.998496,0.999972,0.999944,0.998795,0.999944,0.366,0.01,0.359375,0.015625,359.375,15.625,1555176,12549468,1551404,99.994399,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
merged_dataset_part4,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20250404.0936,160686,17854,17854,0,0,100,0,0,1,0,0,0,0,3003.393894,0,3003.393894,0.16822,0,0.16822,3003.393894,0.16822,100,1,195,0,0,1,17659,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.382,0.014,0.390625,0.015625,390.625,15.625,1555176,12549468,1551404,100,14.285714,'Number of leaves: 4739\nSize of the tree: 4749\n',4749,4739,4739,tree_J48
